measure_name,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,val,upper,lower
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",74,Andorra,1,Male,29,15+ years,-0.251613378,-0.172129242,-0.328023718
"% Change in Number of Smokers, 1990-2019",74,Andorra,2,Female,29,15+ years,0.224273443,0.555394028,-0.055570373
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",74,Andorra,2,Female,29,15+ years,-0.197887142,0.015607768,-0.379389532
"% Change in Number of Smokers, 1990-2019",74,Andorra,3,Both,29,15+ years,0.146147478,0.282623445,0.020502382
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",74,Andorra,3,Both,29,15+ years,-0.235571114,-0.141472087,-0.318239782
"% Change in Number of Smokers, 1990-2019",75,Austria,1,Male,29,15+ years,-0.006896791,0.059284903,-0.070276723
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",75,Austria,1,Male,29,15+ years,-0.142185148,-0.08335261,-0.199194108
"% Change in Number of Smokers, 1990-2019",75,Austria,2,Female,29,15+ years,0.042854008,0.163397217,-0.066467503
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",75,Austria,2,Female,29,15+ years,-0.104919561,0.003837083,-0.202009951
"% Change in Number of Smokers, 1990-2019",75,Austria,3,Both,29,15+ years,0.013180855,0.077731292,-0.044715461
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",75,Austria,3,Both,29,15+ years,-0.120242646,-0.062122855,-0.172870538
"% Change in Number of Smokers, 1990-2019",76,Belgium,1,Male,29,15+ years,-0.318393923,-0.279032149,-0.357726736
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",76,Belgium,1,Male,29,15+ years,-0.393420263,-0.356113132,-0.431349354
"% Change in Number of Smokers, 1990-2019",76,Belgium,2,Female,29,15+ years,-0.187307771,-0.110799733,-0.261963562
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",76,Belgium,2,Female,29,15+ years,-0.284846368,-0.210572174,-0.355557835
"% Change in Number of Smokers, 1990-2019",76,Belgium,3,Both,29,15+ years,-0.263626433,-0.224084172,-0.303110676
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",76,Belgium,3,Both,29,15+ years,-0.345660648,-0.308946571,-0.382807443
"% Change in Number of Smokers, 1990-2019",77,Cyprus,1,Male,29,15+ years,0.748054892,0.901491822,0.618412519
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",77,Cyprus,1,Male,29,15+ years,-0.05428929,0.028545706,-0.124817933
"% Change in Number of Smokers, 1990-2019",77,Cyprus,2,Female,29,15+ years,0.697410467,1.107575076,0.330767855
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",77,Cyprus,2,Female,29,15+ years,-0.115776496,0.095701433,-0.307853823
"% Change in Number of Smokers, 1990-2019",77,Cyprus,3,Both,29,15+ years,0.727350734,0.887297151,0.564227496
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",77,Cyprus,3,Both,29,15+ years,-0.080955986,0.002193465,-0.170378118
"% Change in Number of Smokers, 1990-2019",78,Denmark,1,Male,29,15+ years,-0.426192309,-0.391709265,-0.459005693
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",78,Denmark,1,Male,29,15+ years,-0.491935777,-0.457274525,-0.522947773
"% Change in Number of Smokers, 1990-2019",78,Denmark,2,Female,29,15+ years,-0.445006477,-0.395169924,-0.489537203
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",78,Denmark,2,Female,29,15+ years,-0.495151255,-0.444302802,-0.540360621
"% Change in Number of Smokers, 1990-2019",78,Denmark,3,Both,29,15+ years,-0.435686064,-0.408434575,-0.46432139
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",78,Denmark,3,Both,29,15+ years,-0.492897731,-0.463504459,-0.521702163
"% Change in Number of Smokers, 1990-2019",79,Finland,1,Male,29,15+ years,-0.226121452,-0.176055625,-0.271591893
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",79,Finland,1,Male,29,15+ years,-0.279211358,-0.231720325,-0.322908984
"% Change in Number of Smokers, 1990-2019",79,Finland,2,Female,29,15+ years,-0.278838509,-0.185187773,-0.361740002
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",79,Finland,2,Female,29,15+ years,-0.311781533,-0.21499425,-0.393127033
"% Change in Number of Smokers, 1990-2019",79,Finland,3,Both,29,15+ years,-0.249254046,-0.203544557,-0.294433448
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",79,Finland,3,Both,29,15+ years,-0.289989554,-0.244957522,-0.336198012
"% Change in Number of Smokers, 1990-2019",80,France,1,Male,29,15+ years,-0.108399612,-0.062606492,-0.150516436
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",80,France,1,Male,29,15+ years,-0.171930988,-0.128501075,-0.214226074
"% Change in Number of Smokers, 1990-2019",80,France,2,Female,29,15+ years,0.109435003,0.199772152,0.020922441
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",80,France,2,Female,29,15+ years,-0.011767077,0.07535387,-0.093510687
"% Change in Number of Smokers, 1990-2019",80,France,3,Both,29,15+ years,-0.018172883,0.027140272,-0.061263716
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",80,France,3,Both,29,15+ years,-0.103310581,-0.059534553,-0.143033922
"% Change in Number of Smokers, 1990-2019",81,Germany,1,Male,29,15+ years,-0.162560274,-0.115343702,-0.208283439
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",81,Germany,1,Male,29,15+ years,-0.206939328,-0.161994555,-0.251979761
"% Change in Number of Smokers, 1990-2019",81,Germany,2,Female,29,15+ years,-0.164738029,-0.094317062,-0.231451207
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",81,Germany,2,Female,29,15+ years,-0.179552904,-0.103374234,-0.252073614
"% Change in Number of Smokers, 1990-2019",81,Germany,3,Both,29,15+ years,-0.163588431,-0.122425095,-0.202981989
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",81,Germany,3,Both,29,15+ years,-0.188891724,-0.148984637,-0.230291834
"% Change in Number of Smokers, 1990-2019",82,Greece,1,Male,29,15+ years,-0.176572056,-0.138708225,-0.213561344
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",82,Greece,1,Male,29,15+ years,-0.184316882,-0.145433611,-0.221785178
"% Change in Number of Smokers, 1990-2019",82,Greece,2,Female,29,15+ years,0.063568113,0.161448469,-0.030695259
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",82,Greece,2,Female,29,15+ years,-0.006203906,0.086726169,-0.099934727
"% Change in Number of Smokers, 1990-2019",82,Greece,3,Both,29,15+ years,-0.08795601,-0.045630974,-0.129250801
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",82,Greece,3,Both,29,15+ years,-0.114321163,-0.072975048,-0.153484149
"% Change in Number of Smokers, 1990-2019",83,Iceland,1,Male,29,15+ years,-0.296957348,-0.2252223,-0.360726399
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",83,Iceland,1,Male,29,15+ years,-0.513776745,-0.463360967,-0.558323018
"% Change in Number of Smokers, 1990-2019",83,Iceland,2,Female,29,15+ years,-0.26389944,-0.126295294,-0.38945982
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",83,Iceland,2,Female,29,15+ years,-0.477133229,-0.377549406,-0.565969843
"% Change in Number of Smokers, 1990-2019",83,Iceland,3,Both,29,15+ years,-0.282203359,-0.208398277,-0.345798924
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",83,Iceland,3,Both,29,15+ years,-0.497041431,-0.445077607,-0.540679062
"% Change in Number of Smokers, 1990-2019",84,Ireland,1,Male,29,15+ years,-0.129215657,-0.06505873,-0.196096264
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",84,Ireland,1,Male,29,15+ years,-0.387048735,-0.337064793,-0.437735888
"% Change in Number of Smokers, 1990-2019",84,Ireland,2,Female,29,15+ years,0.017314514,0.129714648,-0.089132381
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",84,Ireland,2,Female,29,15+ years,-0.278004377,-0.196444107,-0.357229575
"% Change in Number of Smokers, 1990-2019",84,Ireland,3,Both,29,15+ years,-0.060237749,-0.000343127,-0.1190516
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",84,Ireland,3,Both,29,15+ years,-0.336136207,-0.291907324,-0.381210695
"% Change in Number of Smokers, 1990-2019",85,Israel,1,Male,29,15+ years,0.290665016,0.406154522,0.178729135
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",85,Israel,1,Male,29,15+ years,-0.338387122,-0.278755496,-0.396867847
"% Change in Number of Smokers, 1990-2019",85,Israel,2,Female,29,15+ years,0.14571454,0.386763317,-0.068572344
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",85,Israel,2,Female,29,15+ years,-0.397963712,-0.273555656,-0.512461505
"% Change in Number of Smokers, 1990-2019",85,Israel,3,Both,29,15+ years,0.232184358,0.360662876,0.114673433
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",85,Israel,3,Both,29,15+ years,-0.357613863,-0.291033127,-0.421728067
"% Change in Number of Smokers, 1990-2019",86,Italy,1,Male,29,15+ years,-0.290485378,-0.248622161,-0.328802919
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",86,Italy,1,Male,29,15+ years,-0.304958735,-0.263412975,-0.346401207
"% Change in Number of Smokers, 1990-2019",86,Italy,2,Female,29,15+ years,-0.254219689,-0.188911439,-0.317533486
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",86,Italy,2,Female,29,15+ years,-0.281012397,-0.211771122,-0.345010068
"% Change in Number of Smokers, 1990-2019",86,Italy,3,Both,29,15+ years,-0.275827075,-0.236490808,-0.311974323
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",86,Italy,3,Both,29,15+ years,-0.29105788,-0.253237586,-0.328003217
"% Change in Number of Smokers, 1990-2019",87,Luxembourg,1,Male,29,15+ years,0.115372577,0.208376802,0.033696506
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",87,Luxembourg,1,Male,29,15+ years,-0.316131077,-0.254057677,-0.367961767
"% Change in Number of Smokers, 1990-2019",87,Luxembourg,2,Female,29,15+ years,0.104277085,0.229312153,-0.024548644
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",87,Luxembourg,2,Female,29,15+ years,-0.279173494,-0.191287212,-0.362832543
"% Change in Number of Smokers, 1990-2019",87,Luxembourg,3,Both,29,15+ years,0.110052222,0.186364347,0.034118431
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",87,Luxembourg,3,Both,29,15+ years,-0.298258946,-0.2473129,-0.346313944
"% Change in Number of Smokers, 1990-2019",88,Malta,1,Male,29,15+ years,-0.193328159,-0.113087347,-0.264112912
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",88,Malta,1,Male,29,15+ years,-0.359893443,-0.29517017,-0.418590916
"% Change in Number of Smokers, 1990-2019",88,Malta,2,Female,29,15+ years,-0.039015293,0.147477137,-0.205390458
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",88,Malta,2,Female,29,15+ years,-0.150000355,0.02214691,-0.309064298
"% Change in Number of Smokers, 1990-2019",88,Malta,3,Both,29,15+ years,-0.135407194,-0.05458188,-0.206414373
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",88,Malta,3,Both,29,15+ years,-0.275667004,-0.206712897,-0.339593017
"% Change in Number of Smokers, 1990-2019",89,Netherlands,1,Male,29,15+ years,-0.352450653,-0.314181463,-0.388201059
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",89,Netherlands,1,Male,29,15+ years,-0.424462481,-0.389149231,-0.460372999
"% Change in Number of Smokers, 1990-2019",89,Netherlands,2,Female,29,15+ years,-0.390629293,-0.339573746,-0.441106565
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",89,Netherlands,2,Female,29,15+ years,-0.467634388,-0.415493765,-0.517024118
"% Change in Number of Smokers, 1990-2019",89,Netherlands,3,Both,29,15+ years,-0.370379255,-0.338842807,-0.400954039
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",89,Netherlands,3,Both,29,15+ years,-0.442883143,-0.412515416,-0.472309447
"% Change in Number of Smokers, 1990-2019",90,Norway,1,Male,29,15+ years,-0.358760161,-0.29665934,-0.414679554
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",90,Norway,1,Male,29,15+ years,-0.498386968,-0.448517087,-0.544334438
"% Change in Number of Smokers, 1990-2019",90,Norway,2,Female,29,15+ years,-0.467103653,-0.380254836,-0.544944609
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",90,Norway,2,Female,29,15+ years,-0.576347421,-0.503514976,-0.638727735
"% Change in Number of Smokers, 1990-2019",90,Norway,3,Both,29,15+ years,-0.411381675,-0.358180884,-0.461710625
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",90,Norway,3,Both,29,15+ years,-0.534729129,-0.490718729,-0.575925934
"% Change in Number of Smokers, 1990-2019",91,Portugal,1,Male,29,15+ years,-0.148419583,-0.102794691,-0.192033527
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",91,Portugal,1,Male,29,15+ years,-0.186761784,-0.142069195,-0.231366646
"% Change in Number of Smokers, 1990-2019",91,Portugal,2,Female,29,15+ years,0.31323186,0.456002502,0.177268581
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",91,Portugal,2,Female,29,15+ years,0.306054381,0.454483554,0.164280959
"% Change in Number of Smokers, 1990-2019",91,Portugal,3,Both,29,15+ years,-0.010279612,0.043356852,-0.063862877
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",91,Portugal,3,Both,29,15+ years,-0.03463918,0.019283761,-0.089738425
"% Change in Number of Smokers, 1990-2019",92,Spain,1,Male,29,15+ years,-0.262685687,-0.222030277,-0.301080701
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",92,Spain,1,Male,29,15+ years,-0.395763166,-0.360355447,-0.429035281
"% Change in Number of Smokers, 1990-2019",92,Spain,2,Female,29,15+ years,-0.084354889,0.006945804,-0.163432209
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",92,Spain,2,Female,29,15+ years,-0.236045089,-0.162660079,-0.302281028
"% Change in Number of Smokers, 1990-2019",92,Spain,3,Both,29,15+ years,-0.194894666,-0.151063975,-0.233390123
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",92,Spain,3,Both,29,15+ years,-0.329186257,-0.292851715,-0.362075319
"% Change in Number of Smokers, 1990-2019",93,Sweden,1,Male,29,15+ years,-0.324903595,-0.258350534,-0.387094088
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",93,Sweden,1,Male,29,15+ years,-0.446415184,-0.388017816,-0.499576194
"% Change in Number of Smokers, 1990-2019",93,Sweden,2,Female,29,15+ years,-0.345313131,-0.244188293,-0.430997423
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",93,Sweden,2,Female,29,15+ years,-0.470887501,-0.387058747,-0.545262905
"% Change in Number of Smokers, 1990-2019",93,Sweden,3,Both,29,15+ years,-0.336179461,-0.272424088,-0.392291806
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",93,Sweden,3,Both,29,15+ years,-0.458805885,-0.40219479,-0.508425452
"% Change in Number of Smokers, 1990-2019",94,Switzerland,1,Male,29,15+ years,-0.027055882,0.036451523,-0.089781862
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",94,Switzerland,1,Male,29,15+ years,-0.235184493,-0.183517792,-0.28601606
"% Change in Number of Smokers, 1990-2019",94,Switzerland,2,Female,29,15+ years,0.065388794,0.190124134,-0.054563811
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",94,Switzerland,2,Female,29,15+ years,-0.189271228,-0.083487776,-0.286129324
"% Change in Number of Smokers, 1990-2019",94,Switzerland,3,Both,29,15+ years,0.011909019,0.076383386,-0.050794276
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",94,Switzerland,3,Both,29,15+ years,-0.211578576,-0.158739306,-0.262601484
"% Change in Number of Smokers, 1990-2019",95,United Kingdom,1,Male,29,15+ years,-0.255712675,-0.212963231,-0.299103735
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",95,United Kingdom,1,Male,29,15+ years,-0.357441863,-0.32004336,-0.397235917
"% Change in Number of Smokers, 1990-2019",95,United Kingdom,2,Female,29,15+ years,-0.333917324,-0.268968398,-0.395877328
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",95,United Kingdom,2,Female,29,15+ years,-0.425364024,-0.365983244,-0.483515764
"% Change in Number of Smokers, 1990-2019",95,United Kingdom,3,Both,29,15+ years,-0.294290714,-0.253903723,-0.332063733
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",95,United Kingdom,3,Both,29,15+ years,-0.38811588,-0.35203491,-0.420960736
"% Change in Number of Smokers, 1990-2019",96,Southern Latin America,1,Male,29,15+ years,0.219834276,0.309150312,0.137040735
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",96,Southern Latin America,1,Male,29,15+ years,-0.172270466,-0.112528702,-0.227622933
"% Change in Number of Smokers, 1990-2019",96,Southern Latin America,2,Female,29,15+ years,0.17030682,0.34395441,0.005983443
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",96,Southern Latin America,2,Female,29,15+ years,-0.200128318,-0.080248762,-0.312377693
"% Change in Number of Smokers, 1990-2019",96,Southern Latin America,3,Both,29,15+ years,0.196492088,0.28905994,0.113123972
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",96,Southern Latin America,3,Both,29,15+ years,-0.183656894,-0.120934902,-0.240668211
"% Change in Number of Smokers, 1990-2019",97,Argentina,1,Male,29,15+ years,0.226622329,0.368429138,0.105021567
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",97,Argentina,1,Male,29,15+ years,-0.175249447,-0.079436177,-0.25724651
"% Change in Number of Smokers, 1990-2019",97,Argentina,2,Female,29,15+ years,0.161953593,0.436614095,-0.064221563
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",97,Argentina,2,Female,29,15+ years,-0.225713376,-0.040688461,-0.379120339
"% Change in Number of Smokers, 1990-2019",97,Argentina,3,Both,29,15+ years,0.196185846,0.339092194,0.073105619
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",97,Argentina,3,Both,29,15+ years,-0.197165279,-0.101882328,-0.279090771
"% Change in Number of Smokers, 1990-2019",98,Chile,1,Male,29,15+ years,0.285627785,0.405928612,0.176783255
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",98,Chile,1,Male,29,15+ years,-0.129827913,-0.049076821,-0.206164181
"% Change in Number of Smokers, 1990-2019",98,Chile,2,Female,29,15+ years,0.231813328,0.486899143,0.022772879
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",98,Chile,2,Female,29,15+ years,-0.126663108,0.048933407,-0.270032346
"% Change in Number of Smokers, 1990-2019",98,Chile,3,Both,29,15+ years,0.257473966,0.390378709,0.134711322
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",98,Chile,3,Both,29,15+ years,-0.127795022,-0.03286471,-0.211412421
"% Change in Number of Smokers, 1990-2019",99,Uruguay,1,Male,29,15+ years,-0.121088807,-0.027962541,-0.19814446
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",99,Uruguay,1,Male,29,15+ years,-0.230093568,-0.147769306,-0.300019781
"% Change in Number of Smokers, 1990-2019",99,Uruguay,2,Female,29,15+ years,-0.049871548,0.150645127,-0.221025114
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",99,Uruguay,2,Female,29,15+ years,-0.181253541,-0.005525727,-0.336655358
"% Change in Number of Smokers, 1990-2019",99,Uruguay,3,Both,29,15+ years,-0.092403599,0.00090367,-0.174291917
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",99,Uruguay,3,Both,29,15+ years,-0.210023944,-0.127812455,-0.286129149
"% Change in Number of Smokers, 1990-2019",100,High-income North America,1,Male,29,15+ years,-0.104221218,-0.058840321,-0.14684156
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",100,High-income North America,1,Male,29,15+ years,-0.318189954,-0.282277976,-0.352946116
"% Change in Number of Smokers, 1990-2019",100,High-income North America,2,Female,29,15+ years,-0.201545615,-0.132474495,-0.26812452
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",100,High-income North America,2,Female,29,15+ years,-0.398509655,-0.34513399,-0.448374358
"% Change in Number of Smokers, 1990-2019",100,High-income North America,3,Both,29,15+ years,-0.150626256,-0.109707779,-0.18978108
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",100,High-income North America,3,Both,29,15+ years,-0.354616559,-0.324692362,-0.384536398
"% Change in Number of Smokers, 1990-2019",101,Canada,1,Male,29,15+ years,-0.294546559,-0.232979959,-0.355828434
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",101,Canada,1,Male,29,15+ years,-0.467843675,-0.419842089,-0.516629627
"% Change in Number of Smokers, 1990-2019",101,Canada,2,Female,29,15+ years,-0.298578428,-0.179234069,-0.405435593
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",101,Canada,2,Female,29,15+ years,-0.482147473,-0.388562849,-0.565078225
"% Change in Number of Smokers, 1990-2019",101,Canada,3,Both,29,15+ years,-0.296550985,-0.233039807,-0.355618211
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",101,Canada,3,Both,29,15+ years,-0.474058872,-0.423878016,-0.520387593
"% Change in Number of Smokers, 1990-2019",102,United States of America,1,Male,29,15+ years,-0.078455557,-0.026842465,-0.128510061
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",102,United States of America,1,Male,29,15+ years,-0.298355894,-0.257492908,-0.337451742
"% Change in Number of Smokers, 1990-2019",102,United States of America,2,Female,29,15+ years,-0.188558519,-0.110919218,-0.260654969
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",102,United States of America,2,Female,29,15+ years,-0.387200475,-0.326531945,-0.441700708
"% Change in Number of Smokers, 1990-2019",102,United States of America,3,Both,29,15+ years,-0.130983416,-0.086201639,-0.173826674
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",102,United States of America,3,Both,29,15+ years,-0.338691737,-0.303585858,-0.371036906
"% Change in Number of Smokers, 1990-2019",103,Latin America and Caribbean,1,Male,29,15+ years,-0.151441752,-0.118914195,-0.181004622
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",103,Latin America and Caribbean,1,Male,29,15+ years,-0.523122806,-0.505859751,-0.539249835
"% Change in Number of Smokers, 1990-2019",103,Latin America and Caribbean,2,Female,29,15+ years,-0.281040511,-0.22580954,-0.333042498
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",103,Latin America and Caribbean,2,Female,29,15+ years,-0.596122589,-0.565368334,-0.625418607
"% Change in Number of Smokers, 1990-2019",103,Latin America and Caribbean,3,Both,29,15+ years,-0.19814206,-0.169049594,-0.224932883
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",103,Latin America and Caribbean,3,Both,29,15+ years,-0.5498777,-0.533811868,-0.565115381
"% Change in Number of Smokers, 1990-2019",104,Caribbean,1,Male,29,15+ years,0.075183011,0.139997431,0.011997298
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",104,Caribbean,1,Male,29,15+ years,-0.309025808,-0.270033914,-0.346265296
"% Change in Number of Smokers, 1990-2019",104,Caribbean,2,Female,29,15+ years,-0.022429356,0.142589953,-0.165508028
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",104,Caribbean,2,Female,29,15+ years,-0.370930494,-0.269338532,-0.458889269
"% Change in Number of Smokers, 1990-2019",104,Caribbean,3,Both,29,15+ years,0.041305927,0.112721559,-0.020872282
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",104,Caribbean,3,Both,29,15+ years,-0.329931382,-0.285527423,-0.369547599
"% Change in Number of Smokers, 1990-2019",105,Antigua and Barbuda,1,Male,29,15+ years,1.413525089,1.788215866,1.040056905
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",105,Antigua and Barbuda,1,Male,29,15+ years,0.314424197,0.52685058,0.11793333
"% Change in Number of Smokers, 1990-2019",105,Antigua and Barbuda,2,Female,29,15+ years,1.277157493,2.199206702,0.589130304
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",105,Antigua and Barbuda,2,Female,29,15+ years,0.314844079,0.819492325,-0.064205892
"% Change in Number of Smokers, 1990-2019",105,Antigua and Barbuda,3,Both,29,15+ years,1.357293429,1.738338705,1.010587437
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",105,Antigua and Barbuda,3,Both,29,15+ years,0.315132027,0.520381909,0.126409658
"% Change in Number of Smokers, 1990-2019",106,Bahamas,1,Male,29,15+ years,0.665026896,0.949948022,0.431294538
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",106,Bahamas,1,Male,29,15+ years,-0.00303739,0.154695896,-0.135963994
"% Change in Number of Smokers, 1990-2019",106,Bahamas,2,Female,29,15+ years,0.454822612,1.107586416,0.007643591
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",106,Bahamas,2,Female,29,15+ years,-0.114147846,0.270850318,-0.383620284
"% Change in Number of Smokers, 1990-2019",106,Bahamas,3,Both,29,15+ years,0.604378514,0.848582573,0.38542749
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",106,Bahamas,3,Both,29,15+ years,-0.033771338,0.110864058,-0.159474966
"% Change in Number of Smokers, 1990-2019",107,Barbados,1,Male,29,15+ years,0.036722882,0.200326168,-0.102081046
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",107,Barbados,1,Male,29,15+ years,-0.154195289,-0.026513237,-0.266022767
"% Change in Number of Smokers, 1990-2019",107,Barbados,2,Female,29,15+ years,0.077190023,0.523055827,-0.257925663
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",107,Barbados,2,Female,29,15+ years,-0.032455089,0.380093099,-0.342147297
"% Change in Number of Smokers, 1990-2019",107,Barbados,3,Both,29,15+ years,0.041818569,0.205177122,-0.094294755
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",107,Barbados,3,Both,29,15+ years,-0.121331541,0.01881074,-0.240676022
"% Change in Number of Smokers, 1990-2019",108,Belize,1,Male,29,15+ years,1.787378012,2.20891205,1.411959751
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",108,Belize,1,Male,29,15+ years,0.019491913,0.157270456,-0.111312052
"% Change in Number of Smokers, 1990-2019",108,Belize,2,Female,29,15+ years,2.077096136,3.395257789,0.957475544
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",108,Belize,2,Female,29,15+ years,0.092394421,0.502937809,-0.258797448
"% Change in Number of Smokers, 1990-2019",108,Belize,3,Both,29,15+ years,1.821063566,2.218854104,1.429921481
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",108,Belize,3,Both,29,15+ years,0.005187185,0.133180155,-0.117223213
"% Change in Number of Smokers, 1990-2019",109,Cuba,1,Male,29,15+ years,-0.096455811,0.000201438,-0.183795406
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",109,Cuba,1,Male,29,15+ years,-0.259041868,-0.182068901,-0.327727521
"% Change in Number of Smokers, 1990-2019",109,Cuba,2,Female,29,15+ years,-0.195549811,0.043253169,-0.390535055
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",109,Cuba,2,Female,29,15+ years,-0.341657164,-0.150545652,-0.491637962
"% Change in Number of Smokers, 1990-2019",109,Cuba,3,Both,29,15+ years,-0.133594129,-0.028499708,-0.223580282
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",109,Cuba,3,Both,29,15+ years,-0.289150231,-0.209315742,-0.359720265
"% Change in Number of Smokers, 1990-2019",110,Dominica,1,Male,29,15+ years,0.090828304,0.280730041,-0.062956171
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",110,Dominica,1,Male,29,15+ years,-0.027256961,0.135248605,-0.169629521
